time_elapsed,num_cars,avg_speed,avg_density,lane_distribution,avg_num_cars_per_lane,happiness_factor,avg_time_to_exit
81,68,4.867647058823529,0.68,[14, 12, 12, 17, 13],13.6,5.676470588235294,21.830188679245282
82,71,4.887323943661972,0.71,[10, 15, 16, 16, 14],14.2,5.408450704225352,21.96048632218845
83,70,4.828571428571428,0.7,[13, 15, 15, 16, 11],14.0,5.542857142857143,22.106824925816024
84,67,4.82089552238806,0.67,[13, 16, 11, 18, 9],13.4,5.701492537313433,22.230320699708454
85,68,4.823529411764706,0.68,[10, 15, 13, 20, 10],13.6,5.588235294117647,22.28611898016997
86,67,4.91044776119403,0.67,[12, 14, 11, 18, 12],13.4,5.791044776119403,22.19178082191781
87,61,4.60655737704918,0.61,[8, 13, 15, 13, 12],12.2,6.39344262295082,22.20754716981132
88,62,4.580645161290323,0.62,[13, 12, 12, 11, 14],12.4,6.483870967741935,22.21372031662269
89,61,4.508196721311475,0.61,[11, 10, 13, 16, 11],12.2,6.229508196721311,22.254498714652957
90,54,4.462962962962963,0.54,[9, 15, 8, 12, 10],10.8,6.7407407407407405,22.248730964467004
91,55,4.509090909090909,0.55,[7, 14, 13, 10, 11],11.0,6.909090909090909,22.315
92,55,4.454545454545454,0.55,[8, 13, 11, 13, 10],11.0,7.054545454545455,22.458333333333332
93,54,4.518518518518518,0.54,[9, 13, 13, 11, 8],10.8,6.888888888888889,22.633734939759037
94,52,4.5576923076923075,0.52,[14, 11, 9, 11, 7],10.4,6.961538461538462,22.765402843601894
95,56,4.642857142857143,0.56,[11, 16, 10, 9, 10],11.2,6.892857142857143,22.90552995391705
96,54,4.555555555555555,0.54,[13, 13, 11, 9, 8],10.8,7.037037037037037,22.990950226244344
97,55,4.509090909090909,0.55,[9, 16, 12, 9, 9],11.0,6.9818181818181815,23.11804008908686
98,55,4.654545454545454,0.55,[8, 16, 10, 12, 9],11.0,7.2,23.13215859030837
99,55,4.781818181818182,0.55,[10, 15, 8, 12, 10],11.0,7.127272727272727,23.08714596949891
100,56,4.517857142857143,0.56,[10, 15, 12, 12, 7],11.2,7.178571428571429,23.0752688172043
101,56,4.464285714285714,0.56,[10, 14, 10, 13, 9],11.2,7.178571428571429,23.02340425531915
102,55,4.509090909090909,0.55,[10, 12, 11, 15, 7],11.0,7.163636363636364,23.044397463002113
103,58,4.551724137931035,0.58,[11, 10, 12, 14, 11],11.6,7.206896551724138,23.09014675052411
104,59,4.508474576271187,0.59,[10, 13, 11, 15, 10],11.8,7.11864406779661,23.107660455486542
105,61,4.459016393442623,0.61,[15, 11, 12, 13, 10],12.2,6.885245901639344,23.09572301425662
106,62,4.403225806451613,0.62,[14, 18, 7, 12, 11],12.4,7.096774193548387,23.134808853118713
107,59,4.423728813559322,0.59,[11, 12, 18, 8, 10],11.8,6.8474576271186445,23.095808383233532
108,59,4.389830508474576,0.59,[11, 13, 13, 15, 7],11.8,6.745762711864407,23.05148514851485
109,58,4.362068965517241,0.58,[14, 13, 10, 11, 10],11.6,6.551724137931035,23.04313725490196
110,58,4.327586206896552,0.58,[10, 14, 14, 9, 11],11.6,6.517241379310345,23.0562015503876
111,57,4.333333333333333,0.57,[13, 10, 11, 12, 11],11.4,6.526315789473684,23.07471264367816
112,58,4.413793103448276,0.58,[11, 15, 10, 11, 11],11.6,6.586206896551724,23.18867924528302
113,60,4.433333333333334,0.6,[10, 11, 15, 13, 11],12.0,6.466666666666667,23.29553903345725
114,58,4.413793103448276,0.58,[11, 9, 13, 15, 10],11.6,6.517241379310345,23.34375
115,60,4.433333333333334,0.6,[9, 13, 17, 10, 11],12.0,6.266666666666667,23.392727272727274
116,56,4.392857142857143,0.56,[10, 10, 11, 15, 10],11.2,6.285714285714286,23.432971014492754
117,56,4.464285714285714,0.56,[8, 10, 17, 10, 11],11.2,6.035714285714286,23.454054054054055
118,59,4.508474576271187,0.59,[10, 15, 12, 10, 12],11.8,5.898305084745763,23.480357142857144
119,57,4.421052631578948,0.57,[11, 13, 11, 12, 10],11.4,5.754385964912281,23.53368794326241
120,58,4.551724137931035,0.58,[12, 11, 13, 15, 7],11.6,5.448275862068965,23.59090909090909
