time_elapsed,num_cars,avg_speed,avg_density,lane_distribution,avg_num_cars_per_lane,happiness_factor,avg_time_to_exit
110,71,3.140845070422535,0.71,[13, 19, 17, 16, 6],14.2,9.211267605633802,31.767154105736783
111,70,3.2142857142857144,0.7,[10, 20, 18, 16, 6],14.0,9.228571428571428,31.759238521836505
112,72,3.138888888888889,0.72,[10, 20, 19, 17, 6],14.4,9.208333333333334,31.745555555555555
113,75,3.2,0.75,[11, 20, 20, 17, 7],15.0,9.2,31.706915477497255
114,73,3.1506849315068495,0.73,[11, 20, 18, 17, 7],14.6,9.164383561643836,31.61038961038961
115,73,3.1095890410958904,0.73,[11, 18, 19, 18, 7],14.6,9.150684931506849,31.519271948608136
116,70,3.085714285714286,0.7,[11, 16, 19, 19, 5],14.0,9.157142857142857,31.451647183846973
117,67,2.8805970149253732,0.67,[12, 13, 19, 19, 4],13.4,9.119402985074627,31.383561643835616
118,65,2.830769230769231,0.65,[12, 11, 19, 19, 4],13.0,9.138461538461538,31.349007314524556
119,67,2.8208955223880596,0.67,[13, 10, 20, 19, 5],13.4,9.149253731343284,31.315734989648032
120,65,2.830769230769231,0.65,[13, 10, 17, 20, 5],13.0,9.138461538461538,31.28497942386831
